Código BIP	Nombre Iniciativa	Sub Sector	Nombre de las fuentes	RATE	Costo Total
20131501-0	AMPLIACION ESCUELA F-48 CATAPILCO	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	88975
20131517-0	AMPLIACION ESCUELA BASICA PICHICUY G-17	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	150671
20131521-0	AMPLIACION ESCUELA BASICA PULLANCON G-9	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	57792
20131536-0	AMPLIACION ESCUELA BASICA PICHILEMU G-15 ANEXO	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	57107
20131541-0	AMPLIACION ESCUELA BASICA LA CANELA G-15	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	34794
20131586-0	AMPLIACION Y MEJORAMIENTO ESCUELA BASICA HORCON	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	52173
20131611-0	MEJORAMIENTO ESCUELA G-45 LA VEGA	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	63139
20131612-0	MEJORAMIENTO ESCUELA F-32 ARTIFICIO	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	29144
20131612-1	MEJORAMIENTO ESCUELA F-32 ARTIFICIO (ADQUISICION DE TERRENO)	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	27000
20131620-0	MEJORAMIENTO ESCUELA G-37 SAN LORENZO	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	48072
20131623-0	AMPLIACION ESCUELA DE RABUCO	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	75252
20131632-0	AMPLIACION ESCUELA ADRIANA RIQUELME	EDUCACION BASICA Y MEDIA	F.N.D.R.	RA	67667
20131672-0	AMPLIACION ESCUELA BENJAMIN MATTE LARRAIN	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	58813
20131763-0	AMPLIACION ESC. REPUBLICA DE FRANCIA	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	70135
20133353-0	AMPLIACION LICEO MANUEL MARIN FRITIS	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	209176
20135267-0	ANALISIS LINEAMIENTOS DE LA ESTRATEGIA DE DESARROLLO EDUCATIVO 	ADMINISTRACION EDUCACION Y CULTURA	F.N.D.R.	RS	75000
20135276-0	REPOSICION ESCUELA BASICA EL RUNGUE	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	29193
20135278-0	REPOSICION Y AMPLIACION ESCUELA BASICA EL RINCON	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	44800
20135279-0	REPOSICION Y AMPLIACION ESCUELA BASICA LA CHOCOTA	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	98600
20135281-0	AMPLIACION Y MEJORAMIENTO ESCUELA BASICA CAMPICHE	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	4010
20135282-0	AMPLIACION Y MEJORAMIENTO ESCUELA BASICA LA CANELA	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	3980
20135283-0	AMPLIACION Y MEJORAMIENTO ESCUELA BASICA LA GREDA	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	51300
20135285-0	AMPLIACION Y MEJORAMIENTO ESCUELA BASICA PUCALAN	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	6080
20135293-0	AMPLIACION Y MEJORAMIENTO ESCUELA BASICA LOS MAQUIS	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	7480
20135294-0	AMPLIACION Y MEJORAMIENTO ESCUELA BASICA LOS MAITENES	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	3180
20135333-0	"HABILITACION ESCUELA G-289, LAGUNA VERDE"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	106965
20135335-0	HABILITACION ESCUELA F-507	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	111875
20135337-0	HABILITACION ESCUELA E-296	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	63093
20135338-0	HABILITACION ESCUELA E-266	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	109825
20135340-0	HABILITACION ESCUELA A-25	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	461982
20135359-0	HABILITACION ESCUELA E-267	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	81746
20135361-0	HABILITACION ESCUELA G-304	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	34597
20135831-0	"REPARACION ESCUELA BRASILIA, LIMACHE"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	39475
20135835-0	"AMPLIACION Y MEJORAMIENTO ESCUELA SUPERIOR DE HOMBRES, N0. 88"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	40513
20135841-0	"REPOSICION ESCUELA G-380 LO GAMBOA, LIMACHE"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	15337
20135845-0	"MEJORAMIENTO ESCUELA ELISA RUIZ-TAGLE FERNANDEZ, STO DOMINGO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	18880
20135846-0	"MEJORAMIENTO ESCUELA JUANITA FERNANDEZ, SANTO DOMINGO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	17745
20135847-0	"MEJORAMIENTO ESCUELA JUDITH VARELA DE ASTUDILLO, SANTO DOMINGO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	10439
20135852-0	"REPARACION ESCUELA BASICA G-494,  CARMEN ROMERO , LO ABARCA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	22820
20135858-0	"MEJORAMIENTO INFRAESTRUCTURA ESCUELA G 39, CABILDO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	15210
20135860-0	"MEJORAMIENTO INFRAESTRUCTURA ESCUELA G-44, CABILDO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	7626
20135862-0	"MEJORAMIENTO INFRAESTRUCTURA ESCUELA G 34, CABILDO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	14222
20135864-0	"MEJORAMIENTO INFRAESTRUCTURA ESCUELA G 47, CABILDO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	12870
20135869-0	MEJORAMIENTO INFRAESTRUCTURA ESCUELA LAS PUERTAS	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	8606
20135871-0	"MEJORAMIENTO INFRAESTRUCTURA ESCUELA LA MORA, CABILDO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	6315
20135905-0	"MEJORAMIENTO ESC G 96 SAN ALBERTO, PUTAENDO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	69439
20135907-0	"MEJORAMIENTO ESCUELA F 98, PASO HISTORICO, PUTAENDO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	65865
20135911-0	"MEJORAMIENTO ESC. G-104 ALEGRIA CATAN DABIKE, PUTAENDO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	58774
20135915-0	MEJORAMIENTO ESCUELA G-94 RENACER	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	47826
20135923-0	"MEJORAMIENTO ESCUELA G 100 EDUARDO BECERRA, PUTAENDO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	54407
20136002-0	AMPLIACION Y CONST. SS.HH. ESCUELA DAVID DEL CURTO LIBERA EX G-111	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	35620
20136004-0	AMPLIACION REPARACION Y EQUIPAMIENTO ESCUELA MARIA R. ESPINOLA E.	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	31657
20136007-0	AMPLIACION Y CONSTRUCCION ESCUELA LAS CABRAS EX G-115	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	22875
20136008-0	AMPLIACION Y CONSTRUCCION ESCUELA LA HIGUERA EX G-110	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	51400
20136033-0	CONSTRUCCION COCINA COMEDOR ESCUELA EL ASILO	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	11000
20136036-0	AMPLIACION SALA DE CLASES ESCUELA VALLE ABAJO G-468	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	8000
20136038-0	REPOSICION ESCUELA DOMINGO FAUSTINO SARMIENTO G-466	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	11550
20136039-0	AMPLIACION ESCUELA LA FLORESTA N0. 41	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	11551
20136088-0	EQUIPAMIENTO ENCUENTRO NACIONAL DE PAYADORES Y TRADICIONES POPULARES	ARTE Y CULTURA	F.N.D.R.	RS	9201
20136161-0	REPOSICION Y AMPLIACION INFRAESTRUCTURA ESCUELA LOS TILOS	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	199426
20136162-0	AMPLIACION INFRAESTRUCTURA ESCUELA CALIXTO OVALLE URZUA	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	76906
20136163-0	AMPLIACION INFRAESTRUCTURA ESCUELA ANA JESUS IBACACHE	EDUCACION BASICA Y MEDIA	SECTORIAL	OT	85076
20136166-0	MEJORAMIENTO ESCUELA INTERNADO F-75	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	110853
20136167-0	"AMPLIACION Y MEJORAMIENTO ESCUELA G-63, BUCALEMU"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	51937
20136168-0	"MEJORAMIENTO ESCUELA G-93, BELLAVISTA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	41312
20136169-0	"AMPLIACION Y MEJORAMIENTO ESCUELA G-74, ALGARROBAL"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	64912
20136170-0	"MEJORAMIENTO ESCUELA G-106, EL ASIENTO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	38267
20136232-0	REPOSICION INFRAESTRUCTURA ESCUELA G-212 LAS PALMAS	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	54054
20136234-0	REPOSICION INFRAESTRUCTURA ESCUELA G-213 LAS PEÑAS	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	65236
20136236-0	REPOSICION INFRAESTRUCTURA ESCUELA G-219 LAS VEGAS	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	71421
20136244-0	AMPLIACION MEJORAMIENTO Y EQUIPAMIENTO ESCUELA RURAL LA PEÑA	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	110809
20136247-0	EQUIPAMIENTO CONFEC. CORTINA DE BOCA-ACCESORIOS MONTAJE T. MUNICIPAL	ARTE Y CULTURA	F.N.D.R.	RS	30769
20136251-0	"AMPLIACION Y REPOSICION ESCUELA BASICA EL TOTORAL, SECTOR RURAL"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	105002
20136412-0	"MEJORAMIENTO ESCUELA BASICA G-6 CASAS DE HUAQUEN, LA LIGUA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	17771
20136413-0	"MEJORAMIENTO ESCUELA BASICA G-3 CASAS VIEJAS, LA LIGUA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	39840
20136414-0	"MEJORAMIENTO ESCUELA BASICA G-16 QUEBRADILLA, LA LIGUA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	6272
20136415-0	"MEJORAMIENTO ESCUELA BASICA G-8 LOS MOLLES, LA LIGUA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	45315
20136416-0	"MEJORAMIENTO ESCUELA BASICA G-5 POZA VERDE, LA LIGUA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	25217
20136417-0	"MEJORAMIENTO ESCUELA BASICA G-1 QUEBRADA EL POBRE, LA LIGUA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	15029
20136418-0	"MEJORAMIENTO ESCULA BASICA G-7 SAN MANUEL, LA LIGUA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	24994
20136419-0	"MEJORAMIENTO ESCUELA BASICA G-12 SANTA MARTA, LA LIGUA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	26155
20136420-0	"MEJORAMIENTO ESCUELA BASICA G-2 LOS HORNOS - HUAQUEN, LA LIGUA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	17020
20136446-0	"AMPLIACION ESCUELA DE QUINTAY, CASABLANCA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	23093
20136447-0	"AMPLIACION ESCUELA RURAL DE LAGUNILLAS, CASABLANCA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	30821
20136456-0	"AMPLIACION ESCUELA RURAL DE TRAPICHE, CASABLANCA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	12574
20136484-0	"MEJORAMIENTO ESCUELA RURAL G-425, LA RETUCA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	45908
20136509-0	MEJORAMIENTO ESCUELA D-348 IGNACIO CARRERA PINTO	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	74025
20136526-0	CAPACITACION GESTION ESTRATEGICA PARA LA REFORMA EDUCACIONAL	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	20000
20136557-0	"NORMALIZACION ESCUELA  REPUBLICA DEL PERU, VI±A DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	216133
20136559-0	REPOSICION Y MEJOR. INFRAESTRUCTURA EDUC. G-25 EL SOBRANTE	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	23060
20136560-0	REPOSICION Y MEJOR. INFRAESTRUCTURA EDUC.  G-21 LA POLCURA	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	44945
20136561-0	REPOSICION Y MEJOR. INFRAESTRUCTURA EDUC. ESCUELA G-19 M. MONTT	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	34898
20136581-0	"NORMALIZACION ESCUELA E-359, CANAL BEAGLE, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	175500
20136610-0	"AMPLIACION ESCUELA RURAL EL YECO, ALGARROBO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	34450
20136657-0	REPOSICION ESCUELA E-374 - PATRICIO LYNCH - VINA DEL MAR	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	132666
20136664-0	"NORMALIZACION LICEO A-33 GUILLERMO RIVERA, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	281166
20136667-0	"NORMALIZACION LICEO A-36 DE NIÑAS, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	164996
20136670-0	"NORMALIZACION ESCUELA E-353, LA PARVA, VINA DEL MAR"	EDUCACION MEDIA TECNICO	F.N.D.R.	FI	137506
20136671-0	REPOSICION CENTRO ABIERTO SANDALITO ISLA ROBINSON CRUSOE	EDUCACION PREBASICA	F.N.D.R.	FI	69000
20136674-0	"NORMALIZACION ESCUELA DR. TANNEBAUN, F-258, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	130000
20136711-0	REPARACION CUBIERTA PALACIO BABURIZZA	ARTE Y CULTURA	F.N.D.R.	RS	30740
20136759-0	"NORMALIZACION ESCUELA BASICA UNITAS, F-365, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	302800
20136767-0	"REPOSICION LICEO BENJAMIN MACKENNA, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	450200
20136774-0	"REPOSICION ESCUELA BASICA CHORRILLO E-323, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	601010
20136779-0	"REPOSICION ESCUELA BASICA DR. ADRIANO MACHADO, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.		302800
20136781-0	"REPOSICION ESCUELA PDTE. EDO. FREI MONTALVA,  VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	302800
20136785-0	"REPOSICION ESC. BASICA LUISA NIETO DE HAMEL, G-326, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	SECTORIAL	FI	302800
20136788-0	EQUIPAMIENTO MOBILIARIOS ESTABLECIMIENTOS EDUACIONALES MUNICIPALES	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	201405
20136802-0	"AMPLIACION ESCUELA D-272 JUAN JOSE LATORRE, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	36521
20136804-0	"HABILITACION ESCUELA D-307, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	163364
20136806-0	"REPOSICION ESCUELA ESPECIAL F-257, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	185773
20136807-0	"HABILITACION ESCUELA F.278,  CAMILO MORI, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	55052
20136809-0	"CONSTRUCCION COMPLEJO EDUCACIONAL, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	8267
20137047-0	"ADQUISICION BUS TRANSPORTE ESCOLAR, PARA COMUNA DE HIJUELAS"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	37900
20137048-0	EQUIPAMIENTO TEATRO MUNICIPAL DE VIÑA DEL MAR	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.		25500
20137217-0	CONSTRUCCION CENTRO DE EVENTOS Y MUSEO DE ARTE CONTEMPORANEO	ARTE Y CULTURA	F.N.D.R. - MUNICIPAL	OT	150000
20137225-0	RESTAURACION Y MEJORAMIENTO TEATRO MUNICIPAL DE VI±A DEL  MAR	ARTE Y CULTURA	F.N.D.R. - MUNICIPAL	OT	96000
20137235-0	RESTAURACION Y MEJORAMIENTO PALACIO VERGARA	ARTE Y CULTURA	F.N.D.R. - MUNICIPAL	OT	128000
20137423-0	EQUIPAMIENTO LABORATORIO QUIMICO METALURGICO LICEO TEC.PROF. MINERIA	EDUCACION MEDIA TECNICO	F.N.D.R.	RS	69215
20137911-0	"ADQUISICION VEHICULO DEPARTAMENTO EDUCACION MUNICIPAL, EL QUISCO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	11548
20138582-0	ANALISIS ANALISIS DE RED Y ESTUDIO DE OPORTUNIDADES LABORALES	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	20421
20138631-0	"CONSTRUCCION BIBLIOTECA MUNICIPAL  HNO. EMETERIO JOSE , LOS ANDES"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	135780
20139454-0	"AMPLIACION ESCUELA FERROVIARIA F-128, LOS ANDES"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	92704
20140265-0	CONSTRUCCION AMPLIACION ESCUELA VILLA FLORIDA G-228	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	64597
20140268-0	APLICACION ESCUELA DE BALLET CLASICO Y DANZA ESPAÑOLA	ARTE Y CULTURA	F.N.D.R.	OT	3500
20140281-0	CONSTRUCCION Y AMPLIACION ESCUELA EL LIBERTADOR F-234	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	79730
20140644-0	CONSTRUCCION ESCUELA DE SERVICIO SOCIAL U DE VALPARAISO	EDUCACION SUPERIOR	F.N.D.R.		257000
20140664-0	CONSTRUCCION LABORATORIO CONTROL DE CALIDAD ESC QUIMICA Y FARMACIA	EDUCACION SUPERIOR	F.N.D.R.	OT	177889
20140996-0	REPOSICION EQUIPOS COMPUTACION BIBLIOTECA SEVERIN	ARTE Y CULTURA	SECTORIAL	FI	19394
20141131-0	"AMPLIACION LICEO A-12, SANTIAGO ESCUTTI ORREGO, QUILLOTA"	EDUCACION BASICA Y MEDIA	SECTORIAL	FI	381517
20141839-0	"AMPLIACION Y MEJORAMIENTO ESCUELA G-83, PALOMAR, PANQUEHUE"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	69975
20141989-0	"AMPLIACION ESCUELA F-80 INDEPENDENCIA, PANQUEHUE"	EDUCACION BASICA Y MEDIA	SECTORIAL	FI	110500
20142177-0	REPOSICION ESCUELAS BASICAS DE LA COMUNA DE RINCONADA	EDUCACION BASICA Y MEDIA	F.N.D.R.		990000
20142342-0	"HABILITACION SALA CINE, TEATRO, VIDEO Y MUSICA T. MUNICIPAL VALPO"	ARTE Y CULTURA	F.N.D.R.	OT	120000
20142367-0	EQUIPAMIENTO ALAJAMIENTO ESCUELA DE SERVICIO SOCIAL	EDUCACION SUPERIOR	F.N.D.R.	RS	73426
20142408-0	"RESTAURACION CASA DE DON PEDRO AGUIRRE CERDA, POCURO, CALLE LARGA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	65457
20142557-0	"REPOSICION ESCUELA G-342, PUENTE COLMO, CONCON"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	261033
20142559-0	REPOSICION ESCUELA IRMA SALAS S. PABELLONES N0. 4 Y N0. 5	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	85700
20142567-0	"NORMALIZACION LICEO POLITECNICO, CONCON"	EDUCACION BASICA Y MEDIA	F.N.D.R.		304200
20142931-0	CONSTRUCCION ESTACIONAMIENTO SECTOR AHU - TAHAI	ARTE Y CULTURA	F.N.D.R.	FI	75000
20142977-0	DIAGNOSTICO INTEGRAL INFRAESTRUC. EDIFICIOS CON VALOR PATRIMONIAL	ARTE Y CULTURA	F.N.D.R.	FI	22710
20144197-0	CONSTRUCCION DE CENTRO PARA EL DESARROLLO ARTISTICO CULTURAL	ARTE Y CULTURA	F.N.D.R.	RS	74446
20144212-0	"APLICACION TECNICA DE VERANO, JOVENES EDUCACION SUPERIOR"	EDUCACION SUPERIOR	F.N.D.R.		11752
20144221-0	AMPLIACION LICEO LORENZO BAEZA VEGA	EDUCACION BASICA Y MEDIA	F.N.D.R.		109713
20146105-0	EQUIPAMIENTO CENTRO DE INVESTIGACIONES BIOMEDICAS REGIONAL	EDUCACION SUPERIOR	F.N.D.R.		10000
20146329-0	EQUIPAMIENTO LABORATORIO CONTROL CALIDAD ESCUELA QUIMICA Y FARMACIA	EDUCACION SUPERIOR	F.N.D.R.	RS	114000
20146766-0	REPARACION INFRAESTRUCTURA ESCUELA BELLAS ARTES DE VALPARAISO	ARTE Y CULTURA	F.N.D.R.	OT	106400
20146777-0	"ADQUISICION TERRENO AMPLIACION LICEO C-9, LOS ANDES"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	33743
20146827-0	CONSTRUCCION TERCERA ETAPA SALA DE USO MULTIPLE	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	95000
20147110-0	"AMPLIACION LICEO A-44, POETA VICENTE HUIDOBRO, CARTAGENA"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R. - MUNICIPAL	FI	214806
20147127-0	"MEJORAMIENTO CINE MUNICIPAL, CABILDO"	ARTE Y CULTURA	F.N.D.R.	RS	13207
20147128-0	"CONSTRUCCION BAÑOS, CAMARINES-CONEX. RED ALCANT. LICEO TEC. MINERIA"	EDUCACION MEDIA TECNICO	MUNICIPAL	RS	22388
20147129-0	REPOSICION PAVIMENTO CANCHA DE BASKETBOL ESCUELA BASICA MUNIC.	EDUCACION BASICA Y MEDIA	MUNICIPAL	RS	7985
20147241-0	"AMPLIACION ESCUELA BASICA F-11 PLACILLA, LA LIGUA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	196834
20147600-0	EQUIPAMIENTO BIBLIOTECAS INFANTILES JUNJI E INTEGRA	ARTE Y CULTURA	F.N.D.R.	RS	42242
20147664-0	APLICACION FESTIVAL CINEMATOGRAFICO INTERNACIONAL VALPARAISO	ARTE Y CULTURA	F.N.D.R.	RS	10600
20147703-0	"AMPLIACION ESCUELA DRESDEN, ISLA JUAN FERNANDEZ"	EDUCACION BASICA Y MEDIA	SECTORIAL	RS	196060
20147789-0	DIFUSION Y DESARROLLO DE LAS CULTURAS INDIGENAS EN LA V REGION	ARTE Y CULTURA	SECTORIAL - F.N.D.R.	RS	14910
20147978-0	DIFUSION LITERARIA EN LA REGION DE VALPARAISO	ARTE Y CULTURA	F.N.D.R.	RS	38657
20147980-0	DIFUSION DE LA DANZA EN LA REGION DE VALPARAISO	ARTE Y CULTURA	F.N.D.R.	RS	28094
20147983-0	DIFUSION DE OBRAS PLASTICAS	ARTE Y CULTURA	F.N.D.R.	FI	9315
20147984-0	DIFUSION TEATRAL INTERACTIVA	ARTE Y CULTURA	F.N.D.R.	RS	29244
20148076-0	"AMPLIACION LICEO DARIO SALAS, SANTA MARIA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	238393
20148255-0	"MEJORAMIENTO Y AMPLIACION LICEO A-3 - ROBERTO HUMERES, SAN FELIPE"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	207281
20148256-0	"MEJORAMIENTO Y AMPLIACION LICEO B-5 - CORINA URBINA, SAN FELIPE"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	453922
20148387-0	"AMPLIACION LICEO ANDRES BELLO LOPEZ E-431, EL BELLOTO"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	276484
20148388-0	"AMPLIACION LICEO A-39 GUILLERMO GRONEMEYER, QUILPUE"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	76250
20148462-0	AMPLIACION ESCUELA E-271 PACIFICO	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	45266
20148509-0	"AMPLIACION ESCUELA PADRE ANDRE COINDRE, SAN ANTONIO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	180000
20148546-0	"AMPLIACION ESCUELA 203, NOGALES"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	RS	181677
20148547-0	"AMPLIACION ESCUELA BASICA 204 EL MELON, NOGALES"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	161658
20148788-0	"HABILITACION Y AMPLIACION CASA TALLER LA COVACHA, EL QUISCO"	ARTE Y CULTURA	F.N.D.R.	FI	20256
20148818-0	INVESTIGACION Y DIFUSION DE LA GRAFICA HISTORICA  REGION DE VALPSO.	ARTE Y CULTURA	F.N.D.R.	RS	21739
20148845-0	"AMPLIACION ESCUELA E-423 DARIO SALAS, QUILPUE"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	243577
20148869-0	"AMPLIACION ESCUELA D-426 ELEUTERIO RAMIREZ, QUILPUE"	EDUCACION BASICA Y MEDIA	SECTORIAL - F.N.D.R.	FI	237112
20148873-0	"AMPLIACION ESCUELA G-174, EL BAJIO, QUILLOTA"	EDUCACION BASICA Y MEDIA	SECTORIAL - MUNICIPAL	FI	215554
20149044-0	ADQUISICION INSTRUMENTOS DE CUERDAS PARA FORMAR ORQUESTA SINFONICA	ARTE Y CULTURA	F.N.D.R.	RS	16967
20149430-0	"EQUIPAMIENTO ORFEON MUNICIPAL  REINALDO KNOP , QUILPUE"	ARTE Y CULTURA	F.N.D.R.	RS	8750
20149468-0	"CONSTRUCCION Y MEJORAMIENTO ESCUELA G-399 EL PATAGUAL, V. ALEMANA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	23193
20149471-0	"CONSTRUCCION Y MEJORAMIENTO ESCUELA E-410 CATALUNYA, V. ALEMANA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	96452
20149524-0	"REPARACION CASA DE LA CULTURA, LOS ANDES"	ARTE Y CULTURA	F.N.D.R.	RS	10695
20149557-0	"HABILITACION MINICENTRO INTEGRA, ARTIFICIO, LA CALERA"	EDUCACION PREBASICA	MUNICIPAL	RS	3442
